GRB_id,logTa_best,logTa_min,logTa_max,logTt,logTfinal,alpha_best,alpha_min,alpha_max,logFa,logFa_min,logFa_max
GRB151112A,4.43227,4.36926,4.49529,2,5.8,1.1526,1.08406,1.22114,-11.6171,-11.6643,-11.5699
GRB151215A,3.06337,2.94749,3.17925,2,5.5,1.07478,1.00338,1.14617,-10.7285,-10.8215,-10.6355
GRB160117B,4.10299,3.94092,4.26507,3.5,5.5,0.973333,0.879374,1.06729,-11.7503,-11.8729,-11.6276
GRB160121A,3.8244,3.70401,3.94478,2.4,5,0.798663,0.692615,0.904711,-11.1726,-11.242,-11.1032
GRB160227A,4.47751,4.43866,4.51636,3.2,6.2,1.10229,1.06795,1.13663,-10.9957,-11.0263,-10.9652
GRB160327A,3.76407,3.70374,3.8244,2.45,5,1.49693,1.39653,1.59733,-11.2238,-11.2911,-11.1565
GRB160804A,4.38419,4.28882,4.47957,3.1,6,0.948229,0.878166,1.01829,-11.5213,-11.58,-11.4625
GRB161108A,4.69106,4.50927,4.87285,2.8,6,0.883711,0.802456,0.964967,-11.8136,-11.9471,-11.68
GRB161117A,4.08464,4.04445,4.12483,3,6.2,1.141,1.11735,1.16465,-10.7485,-10.7868,-10.7101
GRB161129A,3.70506,3.65434,3.75579,2,5,2.32574,2.21946,2.43202,-10.4365,-10.6428,-10.4303
GRB161219B,4.0135,3.97509,4.05191,3,7,0.871656,0.862988,0.880324,-10.1364,-10.1641,-10.1087
GRB170202A,3.77629,3.70764,3.84495,2.4,6,1.1958,1.13664,1.25495,-10.6535,-10.6983,-10.6086
GRB170519A,4.1513,4.09907,4.20354,2.9,5.5,1.37345,1.30671,1.4402,-11.0633,-11.1163,-11.0103
GRB170531B,3.80257,3.68822,3.91692,3,5,1.02082,0.913396,1.12825,-11.3962,-11.4804,-11.3121
GRB170705A,3.63746,3.57143,3.70349,2.8,5,0.774169,0.746836,0.801502,-10.1867,-10.2272,-10.1461
GRB170903A,4.41384,4.34791,4.47978,2,6,0.971187,0.919918,1.02246,-11.2604,-11.3013,-11.2194
GRB171205A,5.48376,5.37422,5.59331,3,6.6,1.13263,1.01717,1.24808,-12.4293,-12.5012,-12.3574
GRB171222A,4.78231,4.40386,5.16077,3.3,6,0.718496,0.59154,0.845452,-12.1094,-12.3191,-11.8996
GRB180205A,3.21372,3.1249,3.30253,2.5,6,1.09633,1.05423,1.13842,-10.3067,-10.3713,-10.2422
GRB180329B,4.02296,3.97982,4.0661,2.8,5.2,1.50063,1.43097,1.5703,-11.1493,-11.1975,-11.101
GRB180404A,4.20449,4.08029,4.32869,2.4,6,1.17089,1.0686,1.27318,-11.6243,-11.6904,-11.5582
GRB180620B,4.6659,4.59877,4.73302,3,6,1.09835,1.0389,1.15779,-10.9823,-11.026,-10.9386
GRB180728A,3.8695,3.85476,3.88425,2,7,1.1986,1.1895,1.2077,-9.42335,-9.43324,-9.41347
GRB181010A,3.15711,3.0993,3.21491,2,6,1.07011,1.03673,1.10348,-9.92652,-9.96114,-9.89191
GRB181020A,4.29043,4.24287,4.33798,3.2,5.2,2.64643,2.55445,2.73842,-10.4242,-10.606,-10.3224
GRB181110A,3.7664,3.71167,3.82113,2.5,5.2,1.92336,1.84893,1.99779,-10.3961,-10.4868,-10.3054
GRB190106A,4.19124,4.16014,4.22233,2.45,6.2,1.26841,1.24141,1.29542,-10.4325,-10.4611,-10.404
GRB190114A,3.74534,3.70312,3.78755,2.6,5,1.18375,1.13759,1.22991,-10.7527,-10.7864,-10.7191
GRB190627A,4.71457,4.65322,4.77592,2.5,5.8,1.55937,1.43953,1.67921,-11.3984,-11.46,-11.3369
GRB050922C,2.52429,2.48998,2.55859,1,6,1.22035,1.20708,1.23363,-9.4772,-9.50914,-9.44526
GRB060926,3.351,3.25173,3.45027,2.5,6,1.45111,1.3355,1.56672,-10.8475,-10.9299,-10.765
GRB061110A,2.24614,2.21279,2.27949,1.67,3.9,4.46435,4.34489,4.58381,-8.33235,-8.54265,-8.12205
GRB061222A,3.92091,3.89648,3.94535,2.38,6.2,1.35061,1.33254,1.36869,-9.95369,-9.9768,-9.93058
GRB070508,3.02525,3.01336,3.03714,2,6,1.37377,1.36042,1.38713,-9.16118,-9.17197,-9.15038
GRB130505A,3.24559,3.22123,3.26994,2.3,6.5,1.3304,1.31475,1.34605,-8.91732,-8.93229,-8.90234
GRB131030A,2.84594,2.81837,2.87352,2.5,6.2,1.11188,1.10373,1.12003,-9.29414,-9.31932,-9.26897
GRB150314A,2.49217,2.47632,2.50803,2,6,1.19079,1.18086,1.20071,-8.6099,-8.62492,-8.59487
GRB150403A,3.19694,3.18997,3.20392,2,6.2,1.24471,1.24013,1.24929,-8.82118,-8.82629,-8.81608
GRB150821A,2.95174,2.93625,2.96722,2.2,6,1.82628,1.79892,1.85365,-8.85242,-8.87352,-8.83131
GRB151021A,3.15765,3.10557,3.20973,2.4,5.5,1.33346,1.31205,1.35487,-9.64218,-9.705,-9.57936
GRB151027A,3.99907,3.98176,4.01638,2.7,6,1.74508,1.72009,1.77007,-9.93519,-9.9574,-9.91298
GRB180720B,3.62033,3.61419,3.62647,3,6.3,1.34127,1.3359,1.34665,-8.84853,-8.8535,-8.84355
GRB050904,4.6841,4.58562,4.78257,3.2,6,3.32203,2.69728,3.94677,-11.4544,-11.7493,-11.1596
GRB090423,3.915217718,3.837574123,3.992861312,3,6,1.432675325,1.368621959,1.496728691,-11.28019875,-11.36589439,-11.19450311
GRB090429B,3.19881,3.0754,3.37249,1,5.4,1.4371,1.35176,1.5339,-10.9294,-11.1042,-10.7647
GRB170405A,3.630073801,3.594403102,3.6657445,2.8,6,1.811524263,1.739122876,1.88392565,-10.31070761,-10.35896295,-10.26245226
GRB170714A,4.280802321,4.256865912,4.30473873,2.8,6,3.421196945,3.271619963,3.570773926,-10.07543958,-10.14183538,-10.00904379
GRB180624A,4.171185481,4.071806426,4.270564536,3,6,1.243849338,1.120482895,1.367215782,-11.54404073,-11.63219066,-11.45589079
GRB070223,4.22335,4.02024,4.42645,3,6,0.991734,0.912424,1.07104,-11.8633,-12.0295,-11.6972
GRB111209A,4.13326,4.12281,4.14372,2.58,6.4,2.77382,2.72947,2.81817,-9.0572,-9.07819,-9.03621
GRB121229A,4.70907,4.32183,5.09631,3.6,5.4,0.900754,0.476397,1.32511,-12.3592,-12.6216,-12.0968
GRB050318,4.132084541,4.088304205,4.175864876,2.7,5,1.874408221,1.788501702,1.960314741,-11.15470519,-11.21652488,-11.0928855
GRB050505,4.270583544,4.240515952,4.300651136,2,6,1.462094791,1.4261685,1.498021082,-11.04834786,-11.08106963,-11.01562609
GRB071020,2.311950854,2.272688793,2.351212916,1.5,6.2,1.119196934,1.108043725,1.130350143,-9.169100889,-9.204200711,-9.134001067
GRB071117,3.901990464,3.784827497,4.019153431,2,5,1.104952391,1.015564589,1.194340193,-11.23542972,-11.3364541,-11.13440533
GRB050820A,3.750945731,3.512468203,3.98942326,2.5,6,1.136499703,1.123974002,1.149025404,-10.01825047,-10.28499148,-9.751509454
GRB060912A,2.455171016,2.298606152,2.61173588,1.5,6,1.045731532,1.016793746,1.074669317,-10.10808621,-10.25550616,-9.960666254
GRB111117A,3.040958613,2.872004503,3.209912722,2.5,6,1.320391508,1.202614838,1.438168178,-11.5614784,-11.7222076,-11.4007492
GRB130604A,2.071571247,1.971387234,2.17175526,1.9,5.2,1.742079764,1.700426193,1.783733335,-8.315649473,-8.482091198,-8.149207748
GRB140213A,3.829176603,3.760532714,3.897820491,3.5,6.4,1.108879519,1.087133227,1.130625811,-10.12566612,-10.18870194,-10.0626303
GRB160203A,3.66139836,3.574387933,3.748408786,2.5,5.2,1.146279559,1.086088659,1.206470459,-11.36748516,-11.45207195,-11.28289837
GRB070721B,3.94739,3.88071,4.08239,3.6,5.2,2.5054,2.42127,2.60415,-10.5089,-10.8304,-10.1008
GRB071003,4.78411,4.6856,4.88261,4,5.5,1.97901,1.79591,2.16212,-11.6776,-11.8135,-11.5417
GRB080916A,3.60698,3.53348,3.68047,3,6.1,0.998947,0.972899,1.025,-10.7527,-10.8119,-10.6935
GRB081203A,4.02089,3.98157,4.06021,3,6,1.86904,1.80465,1.93344,-10.9244,-10.9813,-10.8674
GRB090519,3.44619,3.2059,3.68648,2.6,4.3,1.42452,1.11802,1.73102,-11.76,-11.9715,-11.5486
GRB090812,3.52924,3.39666,3.66182,3,6,1.37252,1.2884,1.45664,-10.1673,-10.2734,-10.0611
GRB110808A,4.50711,4.35146,4.66277,2.8,6,0.807091,0.729491,0.884691,-12.0844,-12.1681,-12.0007
GRB120804A,2.56606,2.38804,2.74408,2.17,6,1.09546,1.05838,1.13255,-9.76499,-9.93053,-9.59945
GRB141220A,2.77561,2.71823,2.83298,2,4.5,1.42066,1.36992,1.47139,-9.87283,-9.91528,-9.83037
GRB060418,3.11887,3.06163,3.17612,2.6,6,1.47655,1.43185,1.52126,-9.79296,-9.842,-9.74392
GRB060707,3.5545,3.4266,3.68239,2.59,6.6,0.861995,0.825547,0.898444,-10.9132,-10.9902,-10.8363
GRB090426,2.64657,2.55801,2.76734,1.7,6,1.00429,0.962438,1.04777,-10.6655,-10.7474,-10.5729
GRB140509A,3.58709,3.52293,3.70036,2.85,5,1.40649,1.312,1.52036,-11.0977,-11.1759,-11.008
GRB151029A,2.7098,2.59701,2.84531,2,4.6,1.23481,1.16457,1.31059,-10.7664,-10.8566,-10.6619
GRB190824A,3.859869433,3.787669835,3.958741019,2.6,-,0.8746777398,0.8260788338,0.9374248771,-10.57249958,-10.61040636,-10.52413754
GRB191004A,2.916693159,2.870276288,2.975326252,1.8,-,1.446428582,1.397795133,1.499286396,-9.87197587,-9.911444464,-9.824560209
GRB191017B,3.625538993,3.528018334,3.742563899,2.4,-,1.065727767,1.000447407,1.136257544,-10.9840879,-11.04137567,-10.91528308
GRB191029A,4.132055791,4.027779376,4.273049703,3.4,-,1.136328838,0.9968137881,1.291856931,-11.9171195,-12.0236941,-11.80613505
GRB191101A,4.573148524,4.523448085,4.637390107,2.7,-,0.9696982381,0.9167112791,1.037386164,-11.43395369,-11.46271783,-11.38978267
GRB191122A,2.365704286,2.337397728,2.400773519,1.9,-,1.59695354,1.578306973,1.6214276,-8.801430941,-8.834437309,-8.755083796
GRB191123A,4.250580047,4.199233489,4.313264651,2.75,-,1.55998967,1.428378725,1.713009624,-11.29227292,-11.35688547,-11.21974068
GRB191220A,4.052629645,3.788878141,4.423186918,2.85,-,0.6351270846,0.5112919955,0.743874156,-11.74516561,-11.8979218,-11.61068264
GRB191228A,3.846513261,3.805972918,3.897114736,2.57,-,1.367692873,1.333491011,1.412217885,-10.44568588,-10.4885754,-10.38563186
GRB200131A,2.360780925,2.326639292,2.402591318,2,-,1.07494636,1.065798685,1.086586781,-8.968507695,-8.997290174,-8.931958636
GRB200215A,2.512093808,2.412035411,2.65751101,1.8,-,1.04418345,1.006174825,1.093214953,-9.723850209,-9.820767094,-9.622336932
GRB200219A,2.334286912,2.324183168,2.354019604,1.8,-,3.598702494,3.530574426,3.690841356,-9.296764634,-9.33870065,-9.240074471
GRB200227A,3.010993804,2.94551322,3.095634023,2.244,-,1.303786892,1.254530493,1.356356289,-9.687564965,-9.745276565,-9.613493845
GRB200303A,3.453245545,3.381456265,3.562865687,2.51,-,1.186908746,1.130304904,1.25240568,-9.435838418,-9.480494312,-9.392226368
GRB200306A,3.427610365,3.359987531,3.536470542,2.485,-,1.112361571,1.059139156,1.176628406,-10.28074006,-10.3490899,-10.19506931
GRB200306C,2.770435523,2.704353529,2.848965615,2,-,1.346581846,1.302948434,1.406607098,-9.661140246,-9.717025639,-9.601991731
GRB200324A,3.566879478,3.491647822,3.684250017,2.91,-,1.275683047,1.198285094,1.370990125,-10.57326696,-10.64754323,-10.48862131
GRB200409A,3.640130115,3.58272014,3.707571387,2,-,1.301024769,1.225674477,1.377593842,-11.22039854,-11.27305421,-11.16726289
GRB200410A,3.689712509,3.600886686,3.812763926,2.3,-,0.9218588873,0.8643991792,0.9965257309,-10.6644684,-10.71324682,-10.60105179
GRB200512A,2.503492782,2.471001489,2.552625317,1.8,-,1.923555946,1.853700031,2.005455718,-9.103104078,-9.158507287,-9.042535377
GRB200519A,3.372127039,3.343115106,3.404595155,2.35,-,1.248213241,1.229478615,1.270756534,-9.240671351,-9.256719073,-9.223979903
GRB200528A,3.241830944,3.176653324,3.335897617,2.439,-,1.094810279,1.056058198,1.142449227,-9.77877491,-9.841509659,-9.698324857
GRB200711A,3.42752772,3.363995784,3.526420765,2,-,1.186721346,1.123599458,1.263223402,-9.699855167,-9.744616658,-9.642252667
GRB200713A,4.378137384,4.295579357,4.465908233,2.58,-,1.142286648,1.059554245,1.220026998,-11.23774036,-11.29606025,-11.15695919
GRB200716C,3.129117702,3.03852207,3.232957183,2.5,-,1.453494082,1.387338593,1.515917317,-9.710315632,-9.780362663,-9.629376682
GRB200729A,3.090969833,3.033543352,3.165232971,1.5,-,1.697380089,1.639686809,1.768709147,-9.778348224,-9.836031186,-9.703876166
GRB200906A,3.841140067,3.723709187,3.981654787,2.5,-,0.9488270363,0.8692646254,1.064504198,-11.09609497,-11.1539121,-11.02137965
GRB200925B,4.084762641,3.986929844,4.231716995,2.1,-,1.440374215,1.296719705,1.6358144,-10.99872538,-11.07432168,-10.90068559
GRB201027A,3.049384969,2.979126554,3.130775131,2,-,1.271595028,1.184424735,1.378778458,-10.7155008,-10.7808518,-10.6391813
GRB201128A,3.679463687,3.624904652,3.767443935,2,-,1.183789234,1.114619891,1.273017486,-11.03263656,-11.08722403,-10.97711271
GRB201209A,4.182805303,4.15451541,4.215397693,2.209,-,1.165341129,1.137258074,1.199400213,-10.38624627,-10.40572868,-10.36232851
GRB201223A,3.554946214,3.475304088,3.678188585,2.2,-,1.412653305,1.293229222,1.5627282,-11.17200546,-11.24043453,-11.08116891
GRB201229A,4.188412371,4.140105233,4.254478144,2.73321,-,1.000829328,0.9677250876,1.04117875,-11.04269536,-11.07734926,-10.99980966
GRB210104A,3.209530433,3.196754632,3.224906833,1.95,-,1.204811571,1.192308552,1.220546161,-9.436937602,-9.447162747,-9.424683217
GRB210104B,3.459776802,3.387174061,3.589288751,2,-,0.9337519714,0.873096436,1.012254742,-10.53485246,-10.58180144,-10.4725268
GRB210112A,3.711567161,3.687866381,3.7395468,2.76,-,1.339873823,1.318047897,1.366888242,-9.795103339,-9.811728006,-9.774009786
GRB210207B,3.580026276,3.556227995,3.609139545,2.5,-,1.480796348,1.451432487,1.518033502,-10.07687728,-10.1009612,-10.04620321
GRB210217A,3.472452434,3.401663902,3.567110346,2,-,1.261531393,1.182577024,1.349648249,-10.77058837,-10.83448799,-10.70490868
GRB210226A,3.447987276,3.363164193,3.558012292,2.5,-,1.186945152,1.123184221,1.26578526,-10.80062444,-10.8590248,-10.73772359
GRB210308A,2.949465709,2.884934616,3.028808378,2.2,-,1.328188101,1.281303831,1.37969226,-9.684031081,-9.741614213,-9.613374154
GRB210318B,2.529315978,2.476543939,2.594145867,1.8,-,1.106249318,1.050735289,1.166751615,-9.034835349,-9.084704781,-8.983971412
GRB210712A,3.335392709,3.257647228,3.441958156,2.41,-,1.108650027,1.064229088,1.164838244,-10.34871299,-10.39640863,-10.28396959
GRB210725A,2.746349397,2.702258657,2.807749678,2,-,3.247288633,3.006387677,3.522114295,-10.63852398,-10.74975043,-10.50170994
GRB210807A,2.563765167,2.551014939,2.580375969,2.3,-,1.312048274,1.304614899,1.322426721,-8.43101269,-8.443794375,-8.410110365
GRB210912A,3.636089407,3.555805959,3.749572317,2.2,-,1.089625348,1.041280963,1.165491449,-10.89635225,-10.96882449,-10.82219874
GRB210930A,3.23526592,2.926788657,3.447394793,2.5,-,0.8959414613,0.7829754066,0.9605210193,-10.96336902,-11.09054372,-10.79525974
GRB211025A,3.624243496,3.525110483,3.786177554,2.8,-,1.129643755,1.000236253,1.279496536,-11.36646045,-11.46597603,-11.25642737
GRB220325A,3.571225848,3.448227877,3.749833454,2.3,-,0.8826062454,0.8064706941,0.9712749598,-11.16070525,-11.23054909,-11.09300642
GRB220403B,4.109914722,4.032810666,4.189447844,2.3,-,1.165021443,1.085574203,1.253343705,-11.22398954,-11.27362832,-11.15324278
GRB220408A,3.477782918,3.39319236,3.599650006,2,-,1.387634899,1.298396101,1.49299288,-10.20924231,-10.26927932,-10.14500095
GRB220430A,2.600879825,2.561612831,2.652516813,2.2,-,1.175040745,1.162591311,1.190736429,-8.894023386,-8.934945295,-8.848868503
GRB220518A,3.412896959,3.327581121,3.503014403,2,-,1.380600744,1.30848317,1.462936984,-10.76518937,-10.81694029,-10.69163608
GRB220706A,3.953350542,3.873232971,4.056120556,2.34646,-,1.301144251,1.245744201,1.367357032,-10.28488772,-10.34835921,-10.20829772
GRB220711B,3.49623541,3.420950462,3.598516772,2.5,-,1.034166863,0.9878666012,1.092648576,-10.63418911,-10.68361809,-10.56649046
GRB220714B,3.214003794,3.192551854,3.244300672,2.02,-,1.256960868,1.240127805,1.276885322,-9.394554808,-9.414663008,-9.370620686
GRB220715B,3.663491099,3.584081389,3.798813035,2,-,1.290526243,1.1668466,1.449412431,-10.92154675,-10.9955734,-10.82344952
GRB220813A,3.644444988,3.585772778,3.737271613,2.6,-,0.9247118615,0.8803017073,0.9782787486,-11.07417988,-11.11657542,-11.01919871
GRB220826A,3.270455166,3.195195036,3.376746812,2.2,-,1.252130272,1.190286058,1.325319596,-10.28524294,-10.34846718,-10.2165585
GRB221024A,4.414458521,4.380672824,4.455659748,2.8,-,1.915954953,1.807554793,2.029697765,-10.96112809,-11.01081389,-10.89025437
GRB230123A,3.454000172,3.31638413,3.65591613,2.3,-,1.007516006,0.8610367242,1.158632959,-11.67275767,-11.75143178,-11.54351485
GRB230228A,2.864455345,2.735281257,3.024018927,2.2,-,1.104154026,1.004644319,1.201262157,-10.98336409,-11.11087385,-10.8643394
GRB230322B,3.557335261,3.473901213,3.668356626,2,-,1.057861925,0.9965306514,1.135399975,-11.10504167,-11.15246838,-11.04062685
GRB230405B,2.410957782,2.371217032,2.459564141,1.8,-,1.070257133,1.050419452,1.095329384,-9.014237167,-9.045450537,-8.974687395
GRB230409B,3.057792946,2.962736877,3.173252206,2.55,-,0.9829492166,0.952159385,1.017853233,-9.73267374,-9.806724293,-9.641380974
GRB230420A,3.940190672,3.787516737,4.104947253,2.9,-,1.230740533,1.026387067,1.404159307,-11.52059596,-11.60723487,-11.36538068
GRB230618A,2.974154246,2.922436503,3.030039776,2,-,3.18417528,2.908795197,3.515564967,-10.07037138,-10.189667,-9.906801969
GRB230628E,3.164942498,3.053582388,3.296124908,2.2,-,1.00462849,0.9499954242,1.057578894,-10.71482568,-10.79499953,-10.62799812
GRB230815A,2.569773313,2.54913527,2.597591213,2,-,1.488757375,1.461999954,1.516149266,-8.558056386,-8.58178128,-8.528800597
GRB230826A,3.548961756,3.482728231,3.634396071,2.3,-,1.449309712,1.371351253,1.528777592,-10.50069774,-10.55819683,-10.44058432
GRB230903A,2.941441803,2.885258493,3.020418453,2.2,-,1.587179333,1.492431356,1.72178055,-10.53691956,-10.592797,-10.45084182
GRB231104A,3.16212509,3.067496649,3.264791066,2,-,1.006455036,0.9709052264,1.04426165,-9.290146527,-9.352046348,-9.222334855
GRB231205B,4.006094742,3.977106728,4.039575083,2.2,-,1.400188058,1.370878541,1.435952892,-10.11347313,-10.14024848,-10.07999372
GRB240101A,2.953561874,2.827860149,3.061559655,2,-,1.309333271,1.200852176,1.418176604,-10.34165876,-10.43153342,-10.22907992
GRB240112C,3.337744677,3.293620291,3.388243139,2,-,1.217904679,1.190468359,1.250460456,-10.09393345,-10.13360786,-10.04650079
GRB240123A,4.077055229,3.996578279,4.179634621,2.8,-,1.069414171,0.9988914746,1.143198707,-11.33535602,-11.40854335,-11.25257707
GRB240204A,3.813072985,3.74653358,3.900197361,2.2,-,0.9554851134,0.9009703672,1.014838988,-10.62942195,-10.6734375,-10.57800611
GRB191011A,3.20613,3.1316,3.27515,1.9,-,1.30945,1.24387,1.38362,-10.8768,-10.9323,-10.8023
GRB200205B,4.536874142,4.438232,4.659397409,3,-,1.568955536,1.352855002,1.771572032,-11.73458251,-11.8179199,-11.61038547
GRB201020A,4.020166955,3.973992168,4.079394919,2.4,-,1.553549068,1.474097011,1.660992143,-11.16837312,-11.22122996,-11.10537827
GRB201221A,3.760270703,3.620695056,3.885469716,2.6,-,1.198293045,1.039150062,1.335897538,-10.96173803,-11.05664179,-10.82698452
GRB210210A,3.726958212,3.647196726,3.848882477,1.8,-,1.545759365,1.435527775,1.673381033,-10.14423151,-10.21094198,-10.07245996
GRB210222B,3.260222593,3.204310785,3.321301536,2,-,1.380226599,1.319174184,1.446614903,-10.4694479,-10.51199858,-10.41405321
GRB210722A,3.600474997,3.559557898,3.655664517,2.6,-,1.42581928,1.376371773,1.486505673,-10.28982647,-10.32282097,-10.24724501
GRB210731A,4.802389665,4.687537342,4.920253002,3.9,-,1.744700225,1.441761142,2.015323888,-11.94266836,-12.08354305,-11.75801847
GRB220611A,5.445031301,5.289175819,5.629166988,2.87,-,1.979813235,1.244163882,2.462608964,-12.34228732,-12.55181993,-11.96424948
GRB230116D,3.79761395,3.659367273,3.925443112,2.71,-,1.573892137,1.337976252,1.746592902,-11.12782357,-11.22924776,-10.95814218
GRB230328B,3.681593446,3.652145305,3.718621178,2.4,-,1.211085517,1.188601968,1.239646927,-10.12373273,-10.14925613,-10.09284311
GRB230506C,4.258593509,4.140178474,4.425065839,3.6,-,1.141807986,1.028816481,1.241895559,-11.45305827,-11.55538577,-11.34660657
GRB230818A,3.945465364,3.831478437,4.094587797,2.69,-,1.397452101,1.236008091,1.568314401,-11.07188813,-11.16595367,-10.95609957
GRB190821A,3.502563782,3.376190987,3.69086837,,,1.09868891,1.028923322,1.183197288,-10.36847409,-10.50678799,-10.20226656